marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,p_outcome,emp_var_rate,cons_price_idx,euribor_3m,deposit,job_categories,age_categories
married,university_degree,0,0,telephone,may,tuesday,42,4,0,unknown,4,2,5.0,0,admin,30-50
single,university_degree,1,0,telephone,may,tuesday,319,5,0,unknown,4,2,5.0,0,admin,30-50
married,university_degree,0,0,telephone,may,tuesday,371,2,0,unknown,4,2,5.0,0,management,under_the_30
married,basic_6y,1,0,telephone,may,tuesday,383,3,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,high_school,1,0,telephone,may,tuesday,110,2,0,unknown,4,2,5.0,0,admin,30-50
divorced,basic_4y,0,0,telephone,may,tuesday,88,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,0,0,telephone,may,tuesday,97,5,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,0,0,telephone,may,tuesday,335,3,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,0,0,telephone,may,tuesday,15,10,0,unknown,4,2,5.0,0,management,30-50
single,basic_9y,1,0,telephone,may,tuesday,4,4,0,unknown,4,2,5.0,0,self-employed,under_the_30
married,high_school,0,0,telephone,may,tuesday,5,3,0,unknown,4,2,5.0,0,admin,50-60
married,high_school,0,0,telephone,may,tuesday,178,3,0,unknown,4,2,5.0,0,admin,50-60
married,basic_6y,1,0,telephone,may,tuesday,256,5,0,unknown,4,2,5.0,0,entrepreneur,30-50
married,professional_course,1,0,telephone,may,tuesday,284,1,0,unknown,4,2,5.0,0,technician,30-50
married,professional_course,1,0,telephone,may,tuesday,264,1,0,unknown,4,2,5.0,0,technician,30-50
single,high_school,1,0,telephone,may,tuesday,124,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,1,1,telephone,may,tuesday,239,1,0,unknown,4,2,5.0,0,admin,30-50
married,high_school,1,0,telephone,may,tuesday,20,19,0,unknown,4,2,5.0,0,admin,50-60
married,basic_4y,1,0,telephone,may,tuesday,15,13,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_4y,1,0,telephone,may,tuesday,98,9,0,unknown,4,2,5.0,0,services,50-60
single,basic_9y,1,0,telephone,may,tuesday,112,4,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,professional_course,1,0,telephone,may,tuesday,350,4,0,unknown,4,2,5.0,0,technician,30-50
married,university_degree,1,0,telephone,may,tuesday,240,3,0,unknown,4,2,5.0,0,technician,50-60
single,university_degree,1,0,telephone,may,tuesday,127,2,0,unknown,4,2,5.0,0,unemployed,30-50
married,high_school,0,0,telephone,may,tuesday,157,2,0,unknown,4,2,5.0,0,admin,30-50
married,unknown,0,0,telephone,may,tuesday,337,2,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_4y,1,0,telephone,may,tuesday,662,7,0,unknown,4,2,5.0,0,housemaid,30-50
married,basic_4y,1,0,telephone,may,tuesday,124,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,1,0,telephone,may,tuesday,165,2,0,unknown,4,2,5.0,0,admin,30-50
married,university_degree,1,0,telephone,may,tuesday,63,9,0,unknown,4,2,5.0,0,services,30-50
single,university_degree,0,0,telephone,may,tuesday,101,3,0,unknown,4,2,5.0,0,admin,50-60
married,basic_6y,1,0,telephone,may,tuesday,133,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,tuesday,145,5,0,unknown,4,2,5.0,0,services,50-60
single,high_school,0,0,telephone,may,tuesday,110,2,0,unknown,4,2,5.0,0,admin,under_the_30
married,basic_6y,0,0,telephone,may,tuesday,858,6,0,unknown,4,2,5.0,1,blue-collar,30-50
divorced,high_school,0,0,telephone,may,tuesday,349,3,0,unknown,4,2,5.0,0,unemployed,30-50
married,basic_9y,0,0,telephone,may,tuesday,371,2,0,unknown,4,2,5.0,0,retired,50-60
married,basic_9y,1,0,telephone,may,tuesday,676,6,0,unknown,4,2,5.0,0,technician,50-60
married,basic_9y,1,0,telephone,may,tuesday,197,4,0,unknown,4,2,5.0,0,admin,under_the_30
married,university_degree,0,0,telephone,may,tuesday,235,4,0,unknown,4,2,5.0,0,admin,30-50
married,unknown,0,0,telephone,may,tuesday,205,8,0,unknown,4,2,5.0,0,retired,50-60
single,university_degree,1,0,telephone,may,tuesday,291,2,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,0,0,telephone,may,tuesday,132,2,0,unknown,4,2,5.0,0,services,30-50
married,university_degree,0,0,telephone,may,tuesday,165,3,0,unknown,4,2,5.0,0,housemaid,under_the_30
divorced,high_school,1,0,telephone,may,tuesday,196,3,0,unknown,4,2,5.0,0,admin,50-60
married,high_school,0,0,telephone,may,tuesday,177,2,0,unknown,4,2,5.0,0,services,30-50
married,basic_9y,1,0,telephone,may,tuesday,547,3,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,tuesday,62,2,0,unknown,4,2,5.0,0,services,30-50
unknown,basic_6y,0,0,telephone,may,tuesday,398,3,0,unknown,4,2,5.0,0,self-employed,50-60
divorced,university_degree,1,0,telephone,may,tuesday,342,4,0,unknown,4,2,5.0,0,management,50-60
married,high_school,0,0,telephone,may,tuesday,198,2,0,unknown,4,2,5.0,0,services,30-50
single,high_school,0,0,telephone,may,tuesday,77,4,0,unknown,4,2,5.0,0,entrepreneur,30-50
married,university_degree,0,0,telephone,may,tuesday,160,3,0,unknown,4,2,5.0,0,admin,30-50
single,professional_course,1,0,telephone,may,tuesday,352,4,0,unknown,4,2,5.0,0,admin,30-50
married,unknown,1,0,telephone,may,tuesday,112,3,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,1,0,telephone,may,tuesday,90,4,0,unknown,4,2,5.0,0,self-employed,50-60
divorced,university_degree,1,0,telephone,may,tuesday,22,16,0,unknown,4,2,5.0,0,services,50-60
divorced,high_school,1,0,telephone,may,tuesday,206,2,0,unknown,4,2,5.0,0,admin,under_the_30
married,university_degree,0,0,telephone,may,tuesday,143,8,0,unknown,4,2,5.0,0,services,30-50
married,high_school,1,0,telephone,may,tuesday,102,3,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,basic_9y,0,0,telephone,may,tuesday,224,3,0,unknown,4,2,5.0,0,blue-collar,30-50
married,professional_course,0,0,telephone,may,tuesday,73,5,0,unknown,4,2,5.0,0,technician,30-50
single,high_school,1,0,telephone,may,tuesday,42,3,0,unknown,4,2,5.0,0,admin,under_the_30
married,high_school,0,0,telephone,may,tuesday,43,5,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_9y,0,0,telephone,may,tuesday,144,7,0,unknown,4,2,5.0,0,entrepreneur,50-60
married,basic_9y,0,0,telephone,may,tuesday,1224,8,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,1,0,telephone,may,tuesday,306,5,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,high_school,1,0,telephone,may,tuesday,50,3,0,unknown,4,2,5.0,0,services,under_the_30
married,basic_9y,1,0,telephone,may,tuesday,132,8,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,1,telephone,may,tuesday,108,3,0,unknown,4,2,5.0,0,blue-collar,30-50
single,professional_course,0,0,telephone,may,tuesday,265,4,0,unknown,4,2,5.0,0,admin,30-50
married,basic_4y,0,0,telephone,may,tuesday,107,2,0,unknown,4,2,5.0,0,retired,50-60
divorced,basic_4y,0,0,telephone,may,tuesday,167,3,0,unknown,4,2,5.0,0,retired,50-60
single,basic_9y,1,0,telephone,may,tuesday,145,2,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,university_degree,0,1,telephone,may,tuesday,20,4,0,unknown,4,2,5.0,0,admin,50-60
single,basic_6y,1,0,telephone,may,tuesday,141,2,0,unknown,4,2,5.0,0,admin,30-50
married,university_degree,1,0,telephone,may,tuesday,346,3,0,unknown,4,2,5.0,0,management,30-50
single,basic_9y,1,1,telephone,may,tuesday,1168,2,0,unknown,4,2,5.0,0,services,30-50
married,unknown,0,0,telephone,may,wednesday,17,13,0,unknown,4,2,5.0,0,unknown,30-50
single,high_school,1,0,telephone,may,wednesday,74,3,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,professional_course,1,1,telephone,may,wednesday,78,2,0,unknown,4,2,5.0,0,retired,50-60
married,basic_4y,0,0,telephone,may,wednesday,125,12,0,unknown,4,2,5.0,0,housemaid,30-50
married,high_school,1,0,telephone,may,wednesday,153,3,0,unknown,4,2,5.0,0,technician,under_the_30
married,high_school,1,0,telephone,may,wednesday,61,2,0,unknown,4,2,5.0,0,admin,30-50
divorced,university_degree,1,0,telephone,may,wednesday,318,6,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,1,0,telephone,may,wednesday,228,9,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,0,0,telephone,may,wednesday,189,7,0,unknown,4,2,5.0,0,services,30-50
married,high_school,1,0,telephone,may,wednesday,121,1,0,unknown,4,2,5.0,0,services,under_the_30
married,high_school,0,0,telephone,may,wednesday,110,2,0,unknown,4,2,5.0,0,services,30-50
married,basic_4y,1,0,telephone,may,wednesday,223,1,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,high_school,0,0,telephone,may,wednesday,117,6,0,unknown,4,2,5.0,0,services,30-50
married,high_school,0,0,telephone,may,wednesday,507,2,0,unknown,4,2,5.0,0,services,50-60
divorced,high_school,0,0,telephone,may,wednesday,201,1,0,unknown,4,2,5.0,0,services,30-50
married,university_degree,0,0,telephone,may,wednesday,91,3,0,unknown,4,2,5.0,0,admin,30-50
married,university_degree,1,0,telephone,may,wednesday,230,8,0,unknown,4,2,5.0,0,management,30-50
married,high_school,0,0,telephone,may,wednesday,249,2,0,unknown,4,2,5.0,0,unknown,50-60
single,high_school,0,0,telephone,may,wednesday,152,1,0,unknown,4,2,5.0,0,technician,30-50
single,university_degree,0,0,telephone,may,wednesday,551,1,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,0,0,telephone,may,wednesday,215,2,0,unknown,4,2,5.0,0,admin,30-50
single,high_school,1,0,telephone,may,wednesday,617,1,0,unknown,4,2,5.0,0,technician,30-50
single,high_school,0,0,telephone,may,wednesday,332,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_9y,1,0,telephone,may,wednesday,198,1,0,unknown,4,2,5.0,0,admin,under_the_30
divorced,university_degree,1,0,telephone,may,wednesday,938,2,0,unknown,4,2,5.0,1,admin,50-60
married,university_degree,1,0,telephone,may,wednesday,385,1,0,unknown,4,2,5.0,0,admin,30-50
married,unknown,0,0,telephone,may,wednesday,181,2,0,unknown,4,2,5.0,0,admin,30-50
divorced,basic_9y,1,0,telephone,may,wednesday,193,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,wednesday,195,4,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,1,0,telephone,may,wednesday,254,1,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,basic_6y,0,0,telephone,may,wednesday,198,3,0,unknown,4,2,5.0,0,management,30-50
married,basic_9y,0,0,telephone,may,wednesday,79,6,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,basic_9y,0,0,telephone,may,wednesday,95,3,0,unknown,4,2,5.0,0,blue-collar,30-50
single,university_degree,0,1,telephone,may,wednesday,130,2,0,unknown,4,2,5.0,0,technician,30-50
married,basic_6y,1,0,telephone,may,wednesday,190,3,0,unknown,4,2,5.0,0,technician,30-50
divorced,basic_9y,0,0,telephone,may,wednesday,454,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,1,0,telephone,may,wednesday,102,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,0,telephone,may,wednesday,185,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,university_degree,0,0,telephone,may,wednesday,231,2,0,unknown,4,2,5.0,0,management,30-50
single,basic_9y,1,0,telephone,may,wednesday,189,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,132,1,0,unknown,4,2,5.0,0,housemaid,30-50
divorced,high_school,1,0,telephone,may,wednesday,103,4,0,unknown,4,2,5.0,0,services,50-60
single,professional_course,0,0,telephone,may,wednesday,114,3,0,unknown,4,2,5.0,0,technician,30-50
married,basic_9y,1,0,telephone,may,wednesday,176,2,0,unknown,4,2,5.0,0,entrepreneur,50-60
divorced,basic_4y,1,1,telephone,may,wednesday,738,1,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,basic_9y,0,0,telephone,may,wednesday,283,3,0,unknown,4,2,5.0,0,admin,50-60
divorced,high_school,1,0,telephone,may,wednesday,224,2,0,unknown,4,2,5.0,0,management,50-60
divorced,basic_4y,0,0,telephone,may,wednesday,519,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,wednesday,593,1,0,unknown,4,2,5.0,0,admin,30-50
single,professional_course,0,0,telephone,may,wednesday,480,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,0,telephone,may,wednesday,177,2,0,unknown,4,2,5.0,0,self-employed,30-50
married,high_school,0,0,telephone,may,wednesday,102,1,0,unknown,4,2,5.0,0,services,30-50
married,high_school,1,0,telephone,may,wednesday,49,3,0,unknown,4,2,5.0,0,services,50-60
married,basic_4y,0,0,telephone,may,wednesday,88,2,0,unknown,4,2,5.0,0,retired,50-60
married,basic_6y,0,0,telephone,may,wednesday,124,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,1,0,telephone,may,wednesday,199,3,0,unknown,4,2,5.0,0,retired,50-60
single,basic_9y,0,0,telephone,may,wednesday,576,3,0,unknown,4,2,5.0,1,blue-collar,30-50
single,basic_4y,1,0,telephone,may,wednesday,58,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,0,0,telephone,may,wednesday,261,6,0,unknown,4,2,5.0,0,admin,30-50
single,basic_4y,0,0,telephone,may,wednesday,430,1,0,unknown,4,2,5.0,0,entrepreneur,30-50
single,university_degree,0,0,telephone,may,wednesday,674,2,0,unknown,4,2,5.0,0,admin,30-50
single,basic_9y,1,0,telephone,may,wednesday,112,7,0,unknown,4,2,5.0,0,blue-collar,30-50
married,professional_course,1,0,telephone,may,wednesday,248,6,0,unknown,4,2,5.0,0,technician,50-60
married,high_school,0,0,telephone,may,wednesday,350,1,0,unknown,4,2,5.0,0,admin,30-50
single,university_degree,1,0,telephone,may,wednesday,252,1,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,0,0,telephone,may,wednesday,147,1,0,unknown,4,2,5.0,0,services,30-50
married,basic_9y,1,0,telephone,may,wednesday,141,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,1,0,telephone,may,wednesday,256,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,0,0,telephone,may,wednesday,163,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,1,telephone,may,wednesday,125,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,professional_course,1,1,telephone,may,wednesday,195,3,0,unknown,4,2,5.0,0,technician,30-50
married,basic_9y,1,0,telephone,may,wednesday,61,1,0,unknown,4,2,5.0,0,blue-collar,50-60
divorced,university_degree,1,0,telephone,may,wednesday,95,3,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,1,0,telephone,may,wednesday,166,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,0,0,telephone,may,wednesday,39,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,1,0,telephone,may,wednesday,861,2,0,unknown,4,2,5.0,0,services,30-50
single,high_school,1,0,telephone,may,wednesday,212,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,1,0,telephone,may,wednesday,55,1,0,unknown,4,2,5.0,0,services,30-50
divorced,professional_course,0,0,telephone,may,wednesday,209,2,0,unknown,4,2,5.0,0,technician,50-60
married,basic_9y,0,0,telephone,may,wednesday,68,1,0,unknown,4,2,5.0,0,technician,30-50
married,basic_4y,1,0,telephone,may,wednesday,181,1,0,unknown,4,2,5.0,0,housemaid,50-60
married,professional_course,1,1,telephone,may,wednesday,136,1,0,unknown,4,2,5.0,0,management,30-50
divorced,professional_course,0,0,telephone,may,wednesday,390,1,0,unknown,4,2,5.0,0,technician,60-75
married,professional_course,0,0,telephone,may,wednesday,373,1,0,unknown,4,2,5.0,0,management,30-50
divorced,basic_4y,0,0,telephone,may,wednesday,44,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,1,telephone,may,wednesday,571,1,0,unknown,4,2,5.0,0,retired,50-60
single,university_degree,0,0,telephone,may,wednesday,199,2,0,unknown,4,2,5.0,0,self-employed,under_the_30
single,university_degree,1,0,telephone,may,wednesday,582,1,0,unknown,4,2,5.0,0,admin,under_the_30
single,basic_9y,0,0,telephone,may,wednesday,210,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,0,0,telephone,may,wednesday,222,1,0,unknown,4,2,5.0,0,technician,30-50
married,university_degree,0,1,telephone,may,wednesday,217,1,0,unknown,4,2,5.0,0,technician,30-50
married,university_degree,1,1,telephone,may,wednesday,85,1,0,unknown,4,2,5.0,0,self-employed,30-50
married,university_degree,1,0,telephone,may,wednesday,396,1,0,unknown,4,2,5.0,0,technician,30-50
single,professional_course,0,0,telephone,may,wednesday,58,1,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,0,0,telephone,may,wednesday,263,1,0,unknown,4,2,5.0,0,management,30-50
single,high_school,0,0,telephone,may,wednesday,160,1,0,unknown,4,2,5.0,0,admin,under_the_30
married,professional_course,1,0,telephone,may,wednesday,94,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,0,telephone,may,wednesday,210,1,0,unknown,4,2,5.0,0,unknown,50-60
single,high_school,1,0,telephone,may,wednesday,418,1,0,unknown,4,2,5.0,0,blue-collar,under_the_30
divorced,basic_9y,1,0,telephone,may,wednesday,64,4,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,high_school,1,0,telephone,may,wednesday,181,1,0,unknown,4,2,5.0,0,entrepreneur,30-50
single,university_degree,1,0,telephone,may,wednesday,140,1,0,unknown,4,2,5.0,0,self-employed,30-50
married,high_school,1,0,telephone,may,wednesday,171,6,0,unknown,4,2,5.0,0,services,30-50
single,professional_course,0,0,telephone,may,wednesday,223,1,0,unknown,4,2,5.0,0,technician,30-50
single,university_degree,0,0,telephone,may,wednesday,204,1,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,1,0,telephone,may,wednesday,52,2,0,unknown,4,2,5.0,0,technician,50-60
single,high_school,1,0,telephone,may,wednesday,199,1,0,unknown,4,2,5.0,0,admin,30-50
single,high_school,0,1,telephone,may,wednesday,195,1,0,unknown,4,2,5.0,0,admin,30-50
married,high_school,0,1,telephone,may,wednesday,139,1,0,unknown,4,2,5.0,0,admin,30-50
divorced,university_degree,0,0,telephone,may,wednesday,63,2,0,unknown,4,2,5.0,0,admin,30-50
divorced,basic_9y,1,0,telephone,may,wednesday,543,2,0,unknown,4,2,5.0,1,blue-collar,50-60
married,basic_4y,0,0,telephone,may,wednesday,154,3,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,226,10,0,unknown,4,2,5.0,0,services,30-50
single,university_degree,0,0,telephone,may,wednesday,141,1,0,unknown,4,2,5.0,0,technician,30-50
single,university_degree,1,1,telephone,may,wednesday,165,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,university_degree,0,0,telephone,may,wednesday,156,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,1,0,telephone,may,wednesday,99,5,0,unknown,4,2,5.0,0,admin,50-60
married,high_school,0,0,telephone,may,wednesday,297,1,0,unknown,4,2,5.0,0,services,30-50
married,basic_9y,0,0,telephone,may,wednesday,174,1,0,unknown,4,2,5.0,0,unemployed,30-50
single,university_degree,1,1,telephone,may,wednesday,62,3,0,unknown,4,2,5.0,0,admin,30-50
divorced,basic_9y,0,0,telephone,may,wednesday,221,1,0,unknown,4,2,5.0,0,technician,30-50
married,basic_9y,1,1,telephone,may,wednesday,1479,4,0,unknown,4,2,5.0,1,blue-collar,30-50
married,university_degree,0,0,telephone,may,wednesday,104,4,0,unknown,4,2,5.0,0,technician,under_the_30
married,basic_9y,1,0,telephone,may,wednesday,136,1,0,unknown,4,2,5.0,0,admin,30-50
married,basic_4y,1,0,telephone,may,wednesday,21,21,0,unknown,4,2,5.0,0,blue-collar,30-50
divorced,university_degree,1,0,telephone,may,wednesday,72,18,0,unknown,4,2,5.0,0,admin,50-60
single,high_school,1,0,telephone,may,wednesday,125,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,307,1,0,unknown,4,2,5.0,0,admin,30-50
married,university_degree,1,1,telephone,may,wednesday,154,2,0,unknown,4,2,5.0,0,admin,30-50
married,high_school,0,1,telephone,may,wednesday,357,1,0,unknown,4,2,5.0,0,admin,30-50
married,professional_course,1,1,telephone,may,wednesday,236,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,wednesday,202,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,227,2,0,unknown,4,2,5.0,0,admin,30-50
divorced,basic_9y,1,0,telephone,may,wednesday,166,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,1,1,telephone,may,wednesday,143,2,0,unknown,4,2,5.0,0,admin,30-50
married,high_school,1,0,telephone,may,wednesday,119,5,0,unknown,4,2,5.0,0,services,30-50
single,high_school,1,0,telephone,may,wednesday,268,1,0,unknown,4,2,5.0,0,services,30-50
divorced,high_school,1,0,telephone,may,wednesday,507,1,0,unknown,4,2,5.0,0,admin,30-50
single,university_degree,1,0,telephone,may,wednesday,126,4,0,unknown,4,2,5.0,0,management,under_the_30
married,professional_course,1,1,telephone,may,wednesday,268,1,0,unknown,4,2,5.0,0,self-employed,30-50
single,high_school,1,0,telephone,may,wednesday,386,1,0,unknown,4,2,5.0,0,services,under_the_30
married,basic_6y,0,0,telephone,may,wednesday,313,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,63,1,0,unknown,4,2,5.0,0,services,30-50
married,basic_9y,1,0,telephone,may,wednesday,87,1,0,unknown,4,2,5.0,0,services,30-50
single,basic_9y,1,0,telephone,may,wednesday,75,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,0,0,telephone,may,wednesday,89,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,professional_course,0,1,telephone,may,wednesday,96,5,0,unknown,4,2,5.0,0,technician,30-50
married,basic_9y,1,0,telephone,may,wednesday,209,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,0,0,telephone,may,wednesday,181,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,173,4,0,unknown,4,2,5.0,0,admin,30-50
married,basic_6y,0,0,telephone,may,wednesday,439,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,professional_course,1,0,telephone,may,wednesday,119,1,0,unknown,4,2,5.0,0,self-employed,under_the_30
single,university_degree,1,0,telephone,may,wednesday,713,1,0,unknown,4,2,5.0,0,admin,under_the_30
single,high_school,1,0,telephone,may,wednesday,202,1,0,unknown,4,2,5.0,0,technician,30-50
married,professional_course,1,1,telephone,may,wednesday,72,1,0,unknown,4,2,5.0,0,admin,30-50
single,high_school,1,0,telephone,may,wednesday,78,4,0,unknown,4,2,5.0,0,admin,30-50
married,basic_9y,0,1,telephone,may,wednesday,217,1,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,basic_9y,0,0,telephone,may,wednesday,392,1,0,unknown,4,2,5.0,0,blue-collar,under_the_30
divorced,basic_9y,1,0,telephone,may,wednesday,188,1,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,0,0,telephone,may,wednesday,130,1,0,unknown,4,2,5.0,0,services,30-50
married,basic_4y,1,0,telephone,may,wednesday,151,3,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_9y,0,0,telephone,may,wednesday,211,2,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,0,0,telephone,may,wednesday,249,11,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,0,1,telephone,may,wednesday,1210,1,0,unknown,4,2,5.0,0,technician,50-60
married,basic_9y,1,0,telephone,may,wednesday,27,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,0,1,telephone,may,wednesday,680,1,0,unknown,4,2,5.0,0,entrepreneur,under_the_30
divorced,university_degree,1,0,telephone,may,wednesday,206,1,0,unknown,4,2,5.0,0,technician,50-60
single,basic_9y,0,1,telephone,may,wednesday,227,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,0,0,telephone,may,wednesday,124,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_9y,1,0,telephone,may,wednesday,821,2,0,unknown,4,2,5.0,0,services,30-50
divorced,basic_9y,1,0,telephone,may,wednesday,189,3,0,unknown,4,2,5.0,0,services,30-50
divorced,university_degree,1,0,telephone,may,wednesday,352,1,0,unknown,4,2,5.0,0,technician,50-60
single,university_degree,1,0,telephone,may,wednesday,126,1,0,unknown,4,2,5.0,0,admin,30-50
single,basic_4y,0,0,telephone,may,wednesday,565,2,0,unknown,4,2,5.0,0,blue-collar,30-50
married,university_degree,1,0,telephone,may,wednesday,615,2,0,unknown,4,2,5.0,1,admin,30-50
married,basic_9y,0,0,telephone,may,wednesday,167,3,0,unknown,4,2,5.0,0,blue-collar,50-60
married,high_school,0,0,telephone,may,wednesday,211,4,0,unknown,4,2,5.0,0,admin,30-50
single,high_school,1,0,telephone,may,wednesday,742,3,0,unknown,4,2,5.0,0,admin,30-50
married,basic_6y,1,0,telephone,may,wednesday,134,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_4y,1,0,telephone,may,wednesday,615,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,wednesday,143,2,0,unknown,4,2,5.0,0,admin,under_the_30
married,high_school,1,0,telephone,may,wednesday,497,2,0,unknown,4,2,5.0,0,admin,50-60
single,university_degree,1,0,telephone,may,wednesday,105,4,0,unknown,4,2,5.0,0,admin,30-50
married,basic_4y,1,1,telephone,may,wednesday,213,1,0,unknown,4,2,5.0,0,housemaid,30-50
single,university_degree,1,0,telephone,may,wednesday,294,1,0,unknown,4,2,5.0,0,technician,30-50
married,basic_6y,1,0,telephone,may,wednesday,289,1,0,unknown,4,2,5.0,0,blue-collar,30-50
married,basic_6y,0,0,telephone,may,wednesday,461,1,0,unknown,4,2,5.0,0,admin,under_the_30
married,university_degree,0,0,telephone,may,wednesday,162,1,0,unknown,4,2,5.0,0,admin,30-50
single,basic_9y,0,0,telephone,may,wednesday,207,1,0,unknown,4,2,5.0,0,blue-collar,30-50
single,basic_9y,1,0,telephone,may,wednesday,185,1,0,unknown,4,2,5.0,0,blue-collar,under_the_30
married,university_degree,0,0,telephone,may,wednesday,399,1,0,unknown,4,2,5.0,0,technician,30-50
married,high_school,1,0,telephone,may,wednesday,67,2,0,unknown,4,2,5.0,0,entrepreneur,30-50
married,unknown,0,0,telephone,may,wednesday,85,2,0,unknown,4,2,5.0,0,blue-collar,30-50
single,high_school,1,0,telephone,may,wednesday,317,1,0,unknown,4,2,5.0,0,services,30-50
married,basic_4y,1,0,telephone,may,wednesday,507,1,0,unknown,4,2,5.0,1,services,50-60
married,basic_6y,0,0,telephone,may,wednesday,1183,1,0,unknown,4,2,5.0,1,blue-collar,30-50
married,high_school,0,0,telephone,may,wednesday,302,1,0,unknown,4,2,5.0,0,retired,50-60
